,name,url,agency_type,street_address,longitude,latitude
505,Maxine Waters Employment Preparation Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9835&myzip=95814&distance=3500,Local Educational Agency (LEA),"10925 S. Central Avenue Los Angeles, CA 90059",-118.25439,33.93648
506,Bassett Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9739&myzip=95814&distance=3500,Local Educational Agency (LEA),"943 North Sunkist Avenue La Puente, CA 91746",-117.96964,34.05124
507,Willow Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10048&myzip=95814&distance=3500,Local Educational Agency (LEA),"14101 E. Nelson Avenue La Puente, CA 91746",-117.980305,34.043415
508,Bassett Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10613&myzip=95814&distance=3500,Local Educational Agency (LEA),"904 North Willow Avenue La Puente, CA 91746",-117.97247,34.05231
509,El Camino Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888434&myzip=95814&distance=3500,Community College,"16007 Crenshaw Boulevard Torrance, CA 90506",-118.326763,33.885532
510,Tri-Community Adult Education (West Covina USD),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9800&myzip=95814&distance=3500,Local Educational Agency (LEA),"342 South 4th Avenue West Covina, CA 91790",-117.93,34.07
511,East San Gabriel Valley ROP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=951995034&myzip=95814&distance=3500,LEA,"1501 Del Norte Avenue West Covina, CA 91790",-117.93726,34.07746
512,El Rancho Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10222&myzip=95814&distance=3500,Local Educational Agency (LEA),"9515 Haney Street Pico Rivera, CA 90660",-118.0862,33.98273
513,Tri-Community Adult Education (Charter Oak USD),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9747&myzip=95814&distance=3500,Local Educational Agency (LEA),"20240 Cienega Covina, CA 91723",-117.85693,34.10218
514,Tri-Community Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10046&myzip=95814&distance=3500,Local Educational Agency (LEA),"160 N. Barranca Ave. Covina, CA 91723",-117.88124,34.0854
515,Covina Public Library,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10552&myzip=95814&distance=3500,Public Library,"234 North Second Avenue Covina, CA 91723",-117.88692,34.08777
516,Tri-Community Adult Education/Pioneer Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11069&myzip=95814&distance=3500,,"160 N. Barranca Ave Covina, CA 91723",-117.88124,34.0854
517,Hesperia Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9771&myzip=95814&distance=3500,Local Educational Agency (LEA),"16527 Lemon Street Hesperia, CA 92345",-117.301613,34.444988
518,Rio Hondo Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888404&myzip=95814&distance=3500,Community College,"3600 Workman Mill Road Whittier, CA 90601",-118.037649,34.019546
519,Torrance Adult School - Hamilton Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10044&myzip=95814&distance=3500,Local Educational Agency (LEA),"2606 West 182nd Street Torrance, CA 90504",-118.322569,33.86523
520,Hamilton Adult Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=601938737&myzip=95814&distance=3500,LEA,"2606 182nd Street Torrance, CA 90504",-118.322569,33.86523
521,Charter Oak Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11048&myzip=95814&distance=3500,,"20240 East Cienega Ave 20240 Est Cienega Ave Covina, CA 91724",-117.85693,34.10218
522,Lynwood Community Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10101&myzip=95814&distance=3500,Local Educational Agency (LEA),"4050 East Imperial Highway Lynwood, CA 90262",-118.192316,33.929988
523,Lynwood Adult,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=741935410&myzip=95814&distance=3500,LEA,"11277 Atlantic Avenue Lynwood, CA 90262",-118.18666,33.923936
524,Tri-Cities ROP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=281995059&myzip=95814&distance=3500,LEA,"10800 Ben Avon Street, Unit E Whittier, CA 90606",-118.078729,33.971342
525,Gardena-Carson Community Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9851&myzip=95814&distance=3500,Local Educational Agency (LEA),"18210 S. Normandie Avenue Gardena, CA 90248",-118.3,33.86
526,Bonita District School for Adults,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9977&myzip=95814&distance=3500,Local Educational Agency (LEA),"115 West Allen Avenue San Dimas, CA 91773",-117.808251,34.118405
527,Compton Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10200&myzip=95814&distance=3500,Local Educational Agency (LEA),"1104  East  148th Street Compton, CA 90220",-118.254583,33.898352
528,Downey Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10216&myzip=95814&distance=3500,Local Educational Agency (LEA),"12340 Woodruff Avenue Downey, CA 90241",-118.11279,33.92045
529,Apple Valley Adult Education School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11055&myzip=95814&distance=3500,,"13063 Pawnee Road Apple Valley , CA 92308",-117.18548,34.48939
530,Apple Valley Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=773630621&myzip=95814&distance=3500,LEA,"21950 Nisqually Rd Apple Valley, CA 92308",-117.185,34.48615
531,Hudson Adult Learning Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10556&myzip=95814&distance=3500,Local Educational Agency (LEA),"445 N. Glendora Avenue La Puente, CA 91744",-117.95325,34.025
532,Hacienda La Puente Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10021&myzip=95814&distance=3500,Local Educational Agency (LEA),"15959 East Gale Avenue City of Industry, CA 91716",-117.958733,34.010613
533,Dibble Campus,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10175&myzip=95814&distance=3500,Local Educational Agency (LEA),"1600 Pontenova Avenue Hacienda Heights, CA 91745",-117.963378,34.001677
534,Dibble Adult,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=451995307&myzip=95814&distance=3500,LEA,"1600 Pontenova Avenue Hacienda Heights, CA 91745",-117.963378,34.001677
535,Torrance Adult School - Griffith (Owen H.) Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9857&myzip=95814&distance=3500,Local Educational Agency (LEA),"2291 Washington Avenue Torrance, CA 90501",-118.321005,33.825828
536,Southern California ROC,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=361995067&myzip=95814&distance=3500,LEA,"2300 Crenshaw Boulevard Torrance, CA 90501",-118.326417,33.824758
537,Owen H. Griffith Adult Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=601995828&myzip=95814&distance=3500,LEA,"2291 Washington Avenue Torrance, CA 90501",-118.321005,33.825828
538,Compton Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888438&myzip=95814&distance=3500,Community College,"1111 E. Artesia Boulevard Compton, CA 90221",-118.208359,33.87442
539,Paramount Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10165&myzip=95814&distance=3500,Local Educational Agency (LEA),"14507 Paramount Boulevard Paramount, CA 90723",-118.16016,33.90167
540,Whittier Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9870&myzip=95814&distance=3500,Local Educational Agency (LEA),"9401 South Painter Ave Whittier, CA 90605",-118.04408,33.95212
541,Whittier Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=281939727&myzip=95814&distance=3500,LEA,"9401 South Painter Avenue Whittier, CA 90605",-118.04408,33.95212
542,Claremont Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9754&myzip=95814&distance=3500,Local Educational Agency (LEA),"170 W. San Jose Avenue Suite 107 Claremont, CA 91711",-117.71655,34.08306
543,Torrance Adult School - Levy Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10702&myzip=95814&distance=3500,Local Educational Agency (LEA),"3420 W. 229th Place Torrance, CA 90505",-118.345652,33.817871
544,Bellflower Unified School District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10636&myzip=95814&distance=3500,Local Educational Agency (LEA),"16703 South Clark Avenue Bellflower, CA 90706",-118.13399,33.88245
545,Bellflower Adult Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=31930759&myzip=95814&distance=3500,LEA,"9242 East Laurel Street Bellflower, CA 90706",-118.13762,33.88285
546,Norwalk-La Mirada Adult School (Norwalk),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10157&myzip=95814&distance=3500,Local Educational Agency (LEA),"15711 Pioneer Boulevard Norwalk, CA 90650",-118.08254,33.88866
547,Cerritos Community College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10543&myzip=95814&distance=3500,Community College,"11110 Alondra Boulevard Norwalk, CA 90650",-118.097748,33.887428
548,Walnut Valley Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9811&myzip=95814&distance=3500,Local Educational Agency (LEA),"880  S. Lemon Avenue Walnut, CA 91789",-117.854271,33.999969
549,Mt. San Antonio Community College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10374&myzip=95814&distance=3500,Community College,"1100 N. Grand Avenue Walnut, CA 91789",-117.84744,34.04304
550,Palos Verdes Peninsula Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10095&myzip=95814&distance=3500,Local Educational Agency (LEA),"38 Crest Road Rolling Hills, CA 90274",-118.342227,33.750568
551,Upland Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9956&myzip=95814&distance=3500,Local Educational Agency (LEA),"390 N. Euclid Ave Upland, CA 91786",-117.650561,34.098199
552,Rowland Adult and Community Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10111&myzip=95814&distance=3500,Local Educational Agency (LEA),"2100 Lerona Avenue Rowland Heights, CA 91748",-117.887861,33.981013
553,Chaffey Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888441&myzip=95814&distance=3500,Community College,"5885 Haven Avenue Rancho Cucamonga, CA 91737",-117.57034,34.147008
554,Pomona Adult & Career Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10103&myzip=95814&distance=3500,Local Educational Agency (LEA),"1515 West Mission Blvd. Pomona, CA 91766",-117.772812,34.05489
555,Baker Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9990&myzip=95814&distance=3500,Local Educational Agency (LEA),", CA 92309",-116.08,35.26
556,Norwalk-La Mirada Adult School (La Mirada),https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10032&myzip=95814&distance=3500,Local Educational Agency (LEA),"15920 Barbata Road La Mirada, CA 90638",-118.00491,33.88801
557,Harbor OC - Wilmington Skills Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10023&myzip=95814&distance=3500,Local Educational Agency (LEA),"217 Island Avenue Wilmington, CA 90744",-118.265845,33.771495
558,Los Angeles Harbor College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437827&myzip=95814&distance=3500,Community College,"1111 Figueroa Place Wilmington, California 90744",-118.284027,33.783531
559,Long Beach City College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888603&myzip=95814&distance=3500,Community College,"1305 East Pacific Coast Highway Long Beach, CA 90806",-118.174634,33.791117
560,ABC Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10232&myzip=95814&distance=3500,Local Educational Agency (LEA),"12254 Cuesta Drive Cerritos, CA 90703",-118.070002,33.87789
561,Chaffey Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10254&myzip=95814&distance=3500,Local Educational Agency (LEA),"1802 E. Seventh Street Ontario, CA 91764",-117.61456,34.0899
562,San Pedro Adult Learning Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9825&myzip=95814&distance=3500,Local Educational Agency (LEA),"950 W. Santa Cruz San Pedro, CA 90731",-118.29782,33.74475
563,Harbor Occupational Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9826&myzip=95814&distance=3500,Local Educational Agency (LEA),"740 N. Pacific Avenue San Pedro, CA 90731",-118.28686,33.75009
564,Harbor OC - San Pedro Skills Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10022&myzip=95814&distance=3500,Local Educational Agency (LEA),"920 West 36th Street Bldg. 950 San Pedro, CA 90731",-118.29791,33.71367
565,San Pedro Skills Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=336068555&myzip=95814&distance=3500,LEA,"920 West 36th Street,Building 950 San Pedro, CA 90731",-118.29791,33.71367
566,Long Beach Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888423&myzip=95814&distance=3500,Community College,"4901 E. Carson Street Long Beach, CA 90808",-118.135638,33.834305
567,Long Beach City College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437826&myzip=95814&distance=3500,Community College,"4901 East Carson Street Long Beach, California 90808",-118.135638,33.834305
568,Chino Valley Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10198&myzip=95814&distance=3500,Local Educational Agency (LEA),"12970 Third St Chino, CA 91710",-117.696864,34.01815
569,Long Beach School for Adults,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10193&myzip=95814&distance=3500,Local Educational Agency (LEA),"3701 E. Willow Street Long Beach, CA 90815",-118.149538,33.805475
570,FJUSD Adult Education - La Sierra HS,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10166&myzip=95814&distance=3500,Local Educational Agency (LEA),"951 North State College Blvd. Fullerton, CA 92831",-117.890312,33.879025
571,Cypress College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437828&myzip=95814&distance=3500,Community College,"9200 Valley View Street Cypress, California 90630",-118.027823,33.830499
572,Fullerton College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437829&myzip=95814&distance=3500,Community College,"321 East Chapman Avenue Fullerton, California 92832",-117.919404,33.877104
573,Lucerne Valley Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10196&myzip=95814&distance=3500,Local Educational Agency (LEA),"33233 Rabbit Springs Road Lucerne Valley, CA 92356",-116.9385,34.45841
574,North Orange Continuing Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10369&myzip=95814&distance=3500,Community College,"Anaheim,   92801",-117.94,33.84
575,North Orange County ROP,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=43095015&myzip=95814&distance=3500,LEA,"385 North Muller Street Anaheim, CA 92801",-117.950796,33.836465
576,North Orange County Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888412&myzip=95814&distance=3500,Community College,"1830 Romneya Drive Anaheim, CA 92801",-117.946754,33.85044
577,Placentia-Yorba Linda Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10178&myzip=95814&distance=3500,Local Educational Agency (LEA),"4175 Fairmont Boulevard Yorba Linda, CA 92886",-117.79081,33.89591
578,Rialto Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10075&myzip=95814&distance=3500,Local Educational Agency (LEA),"324 N. Palm Avenue Rialto, CA 92376",-117.37295,34.10576
579,Fontana Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10220&myzip=95814&distance=3500,Local Educational Agency (LEA),"10755 Oleander Ave Fontana, CA 92337",-117.44857,34.05844
580,Inland Career Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10120&myzip=95814&distance=3500,Local Educational Agency (LEA),"1200 North E Street San Bernardino, CA 92405",-117.294729,34.121914
581,Krsiti RIchardson,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11065&myzip=95814&distance=3500,,"18229 Orange St. 18229 Orange St. Bloomington, CA 92316",-117.3972505,34.0645
582,Coastline Community College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10451&myzip=95814&distance=3500,Community College,", Le-Jao Center 14120 All American Way Westminster, CA 92683",-117.9848653,33.7563987
583,BPSOS Center for Community Advancement,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10822&myzip=95814&distance=3500,,"13950 Milton Ave. Suite 301 Westminster, CA 92683",-118.020396,33.759688
584,HBAS Learning Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11043&myzip=95814&distance=3500,,"1017A Westminster Mall Drive Westminster, CA 92683",-118.01409,33.74948
585,HBAS Westminster ESL,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11045&myzip=95814&distance=3500,,"14325 Golden West Street Westminster, CA 92683",-118.00634,33.7546
586,Garden Grove Adult Education/Lincoln Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10168&myzip=95814&distance=3500,Local Educational Agency (LEA),"11262 Garden Grove Boulevard Garden Grove, CA 92843",-117.935528,33.773247
587,San Bernardino Public Library,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10835&myzip=95814&distance=3500,,"Jack L. Hill Lifelong Learning Center 555 W. 6th Street San Bernardino, CA 92410",-117.2622685,34.1099307
588,San Bernardino City Library Services,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999928&myzip=95814&distance=3500,Public Library,"555 West 6th Street San Bernardino, CA 92410",-117.2954,34.11009
589,San Bernardino Valley College ,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888629&myzip=95814&distance=3500,Community College,"701 S. Mt. Vernon Ave. San Bernardino, CA 92410",-117.31377,34.08957
590,Huntington Beach Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10179&myzip=95814&distance=3500,Local Educational Agency (LEA),"17231 Gothard Street Huntington Beach, CA 92647",-118.000306,33.712451
591,Golden West College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437830&myzip=95814&distance=3500,Community College,"15744 Goldenwest Street Huntington Beach, California 92647",-118.004559,33.731989
592,Department of State Hospital - Patton,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999927&myzip=95814&distance=3500,State Agency,"3102 E. Highland Avenue Patton, CA 92369",-117.22392,34.13584
593,Rancho Santiago Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888406&myzip=95814&distance=3500,Community College,"2323 N. Broadway Santa Ana, CA 92706",-117.868588,33.767414
594,Santa Ana College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437831&myzip=95814&distance=3500,Community College,"1530 W. 17th Street Santa Ana, California 92706",-117.89007,33.75996
595,Jurupa Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10182&myzip=95814&distance=3500,Local Educational Agency (LEA),"4041 Pacific Avenue Jurupa Valley, CA 92509",-117.42208,34.00121
596,Riverside County Library System Adult Literacy Program,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10496&myzip=95814&distance=3500,Public Library,"5840 Mission Blvd Jurupa Valley, CA 92509",-117.41498,33.99986
597,Norco College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437832&myzip=95814&distance=3500,Community College,"2001 Third Street Norco, California 92860",-117.55876,33.91474
598,Asian-American Resource Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10400&myzip=95814&distance=3500,Community-based Organization,"1133 South E Street San Bernardino, CA 92408",-117.293817,34.080775
599,Coastline Community College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437834&myzip=95814&distance=3500,Community College,"11460 Warner Avenue Fountain Valley, California 92708",-117.92982,33.71626
600,Orange Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9950&myzip=95814&distance=3500,Local Educational Agency (LEA),"250 South Yorba Street Orange, CA 92869",-117.827722,33.785326
601,Orange Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10494&myzip=95814&distance=3500,Community College,"8045 East Chapman Avenue Orange, CA 92869",-117.76716,33.794971
602,ROP-Career Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=213030566&myzip=95814&distance=3500,LEA,"250 South Yorba Street Orange, CA 92869",-117.827722,33.785326
603,Santiago Canyon College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437833&myzip=95814&distance=3500,Community College,"8045 E. Chapman Avenue Orange, California 92869",-117.76716,33.794971
604,Santa Ana Unified Adult Transition Program,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=703030582&myzip=95814&distance=3500,LEA,"521 West Walnut Street Santa Ana, CA 92701",-117.861257,33.744748
605,Centennial Education Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10493&myzip=95814&distance=3500,Community College,"2900 W Edinger Ave Santa Ana, CA 92704",-117.90835,33.72747
606,Riverside Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888638&myzip=95814&distance=3500,Community College,"3801 Market Street Riverside, CA 92501",-117.376054,33.982421
607,Corona-Norco Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10201&myzip=95814&distance=3500,Local Educational Agency (LEA),"300 S. Buena Vista Avenue Corona, CA 92882",-117.5787,33.87916
608,Colton Joint Unified School District Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9952&myzip=95814&distance=3500,Local Educational Agency (LEA),"18829 Orange St. Bloomington, CA 92324",-117.39515,34.0649
609,Santa Ana Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10039&myzip=95814&distance=3500,Local Educational Agency (LEA),"2626 S. Pullman Street Santa Ana, CA 92705",-117.849086,33.710144
610,Tustin Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=433037538&myzip=95814&distance=3500,LEA,"300 South C Street Tustin, CA 92780",-117.825492,33.743152
611,Alvord Community Adult,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9794&myzip=95814&distance=3500,Local Educational Agency (LEA),"3606 Pierce Street Riverside, CA 92503",-117.48878,33.891874
612,Coast Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888439&myzip=95814&distance=3500,Community College,"1370 Adams Avenue Costa Mesa, CA 92626",-117.91532,33.67386
613,Orange Coast College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437836&myzip=95814&distance=3500,Community College,"2701 Fairview Road Costa Mesa, California 92626",-117.911877,33.671943
614,Independent Study Program - Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9927&myzip=95814&distance=3500,Local Educational Agency (LEA),"2802 South Flower Street Santa Ana, CA 92707",-117.879614,33.707906
615,Tustin Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9937&myzip=95814&distance=3500,Local Educational Agency (LEA),"1151 San Juan Street Tustin, CA 92782",-117.81773,33.73999
616,IBEW Local Union 440,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=99999926&myzip=95814&distance=3500,CBO,"1405 Spruce Street, Suite G Riverside, CA 92507",-117.342376,33.990483
617,Redlands Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10106&myzip=95814&distance=3500,Local Educational Agency (LEA),"1214 Indiana Ct. Building B Redlands, CA 92374",-117.204802,34.068239
618,Riverside Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10109&myzip=95814&distance=3500,Local Educational Agency (LEA),"6735 Magnolia Avenue Riverside, CA 92506",-117.398146,33.951445
619,Riverside Family Resource Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=153336666&myzip=95814&distance=3500,LEA,"6735 Magnolia Avenue Riverside, CA 92506",-117.398146,33.951445
620,Riverside City College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437835&myzip=95814&distance=3500,Community College,"4800 Magnolia Avenue Riverside, California 92506",-117.384412,33.971506
621,Irvine Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9769&myzip=95814&distance=3500,Local Educational Agency (LEA),"3387 Barranca Parkway Irvine, CA 92606",-117.820622,33.690762
622,Newport-Mesa Adult Education - BESST Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10262&myzip=95814&distance=3500,Local Educational Agency (LEA),"2045 Meyer Place Costa Mesa, CA 92627",-117.92491,33.64988
623,BESST Center,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=11044&myzip=95814&distance=3500,,"2045 Meyer Place Costa Mesa, CA 92627",-117.92491,33.64988
624,Irvine Valley College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888653&myzip=95814&distance=3500,Community College,"5500 Irvine Center Drive Irvine, CA 92618",-117.775614,33.672012
625,Yucaipa Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9926&myzip=95814&distance=3500,Local Educational Agency (LEA),"12358 #B Sixth Street Yucaipa, CA 92399",-117.0431,34.0336
626,San Bernardino Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888402&myzip=95814&distance=3500,Community College,"11711 Sand Canyon Road Yucaipa, CA 92399",-117.105024,34.039338
627,Crafton Hills College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437837&myzip=95814&distance=3500,,", 92399",-117.100611,34.038853
628,Moreno Valley Community Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10147&myzip=95814&distance=3500,Local Educational Agency (LEA),"13350 Indian Street Moreno Valley, CA 92553",-117.23454,33.92867
629,Moreno Valley Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=243333754&myzip=95814&distance=3500,LEA,"24551 Dracaea Avenue Moreno Valley, CA 92553",-117.23282,33.92722
630,Moreno Valley College,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=994437838&myzip=95814&distance=3500,Community College,"16130 Laselle Street Moreno Valley, California 92551",-117.20753,33.89151
631,Perris Community Adult School,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10162&myzip=95814&distance=3500,Local Educational Agency (LEA),"418 West Ellis Avenue, Rm# 112 Perris, CA 92570",-118.28734,34.10896
632,Saddleback Valley Unified School District Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=353030087&myzip=95814&distance=3500,LEA,"25598 Peter A. Hartman Way Mission Viejo, CA 92691",-117.68366,33.62071
633,South Orange County Community College District,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888386&myzip=95814&distance=3500,Community College,"28000 Marguerite Parkway Mission Viejo, CA 92692",-117.6703,33.55379
634,Saddleback College ,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=888888654&myzip=95814&distance=3500,Community College,"28000 Marguerite Parkway Mission Viejo , CA 92692",-117.6703,33.55379
635,Laguna Beach Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=9939&myzip=95814&distance=3500,Local Educational Agency (LEA),"550 Blumont Street Laguna Beach, CA 92651",-117.77842,33.54265
636,Beaumont Adult Education,https://www.otan.us/caaeproviders/index.cfm?fuseaction=detail&id=10242&myzip=95814&distance=3500,Local Educational Agency (LEA),"1575 Cherry Ave Beaumont, CA 92223",-116.96435,33.95261
