,Geography,Estimate!!Total,Estimate!!Total!!U.S. citizen born in the United States,Estimate!!Total!!U.S. citizen born in Puerto Rico or U.S. Island Areas,Estimate!!Total!!U.S. citizen born abroad of American parent(s),Estimate!!Total!!U.S. citizen by naturalization,Estimate!!Total!!Not a U.S. citizen,NAME,state,county,tract
988,1400000US06029000908,5477,4872,0,36,300,269,"Census Tract 9.08, Kern County, California",06,029,000908
989,1400000US06029000909,2475,2151,0,11,205,108,"Census Tract 9.09, Kern County, California",06,029,000909
990,1400000US06029000910,10972,9544,57,155,754,462,"Census Tract 9.10, Kern County, California",06,029,000910
991,1400000US06029001000,10332,7986,9,112,873,1352,"Census Tract 10, Kern County, California",06,029,001000
992,1400000US06029001101,5558,4094,0,24,403,1037,"Census Tract 11.01, Kern County, California",06,029,001101
993,1400000US06029001102,6816,4928,16,103,390,1379,"Census Tract 11.02, Kern County, California",06,029,001102
994,1400000US06029001103,5358,3617,0,0,226,1515,"Census Tract 11.03, Kern County, California",06,029,001103
995,1400000US06029001201,2836,2219,0,4,160,453,"Census Tract 12.01, Kern County, California",06,029,001201
996,1400000US06029001202,5865,4195,0,47,392,1231,"Census Tract 12.02, Kern County, California",06,029,001202
997,1400000US06029001300,7823,5678,15,32,375,1723,"Census Tract 13, Kern County, California",06,029,001300
998,1400000US06029001400,9253,6678,100,0,427,2048,"Census Tract 14, Kern County, California",06,029,001400
999,1400000US06029001500,2558,1778,11,28,113,628,"Census Tract 15, Kern County, California",06,029,001500
1000,1400000US06029001600,1811,1624,0,0,62,125,"Census Tract 16, Kern County, California",06,029,001600
1001,1400000US06029001700,3810,3418,36,11,184,161,"Census Tract 17, Kern County, California",06,029,001700
1002,1400000US06029001801,6104,5168,0,9,228,699,"Census Tract 18.01, Kern County, California",06,029,001801
1003,1400000US06029001802,5389,5054,15,0,163,157,"Census Tract 18.02, Kern County, California",06,029,001802
1004,1400000US06029001901,3881,3318,0,27,103,433,"Census Tract 19.01, Kern County, California",06,029,001901
1005,1400000US06029001902,4823,4223,0,73,201,326,"Census Tract 19.02, Kern County, California",06,029,001902
1006,1400000US06029002000,6623,5173,0,0,561,889,"Census Tract 20, Kern County, California",06,029,002000
1007,1400000US06029002100,3461,2197,0,37,344,883,"Census Tract 21, Kern County, California",06,029,002100
1008,1400000US06029002200,5295,3672,0,112,168,1343,"Census Tract 22, Kern County, California",06,029,002200
1009,1400000US06029002301,10528,7117,0,161,1310,1940,"Census Tract 23.01, Kern County, California",06,029,002301
1010,1400000US06029002302,3605,2355,0,7,228,1015,"Census Tract 23.02, Kern County, California",06,029,002302
1011,1400000US06029002400,8436,5770,62,157,899,1548,"Census Tract 24, Kern County, California",06,029,002400
1012,1400000US06029002500,9140,6639,17,25,569,1890,"Census Tract 25, Kern County, California",06,029,002500
1013,1400000US06029002600,3469,2477,45,67,276,604,"Census Tract 26, Kern County, California",06,029,002600
1014,1400000US06029002700,6148,4901,0,0,444,803,"Census Tract 27, Kern County, California",06,029,002700
1015,1400000US06029002804,2693,2495,0,50,68,80,"Census Tract 28.04, Kern County, California",06,029,002804
1016,1400000US06029002806,2381,1998,0,18,94,271,"Census Tract 28.06, Kern County, California",06,029,002806
1017,1400000US06029002807,3950,3543,0,20,263,124,"Census Tract 28.07, Kern County, California",06,029,002807
1018,1400000US06029002808,7328,6036,0,85,617,590,"Census Tract 28.08, Kern County, California",06,029,002808
1019,1400000US06029002811,3466,2702,16,8,512,228,"Census Tract 28.11, Kern County, California",06,029,002811
1020,1400000US06029002812,5493,4663,1,25,290,514,"Census Tract 28.12, Kern County, California",06,029,002812
1021,1400000US06029002813,4289,3193,6,49,246,795,"Census Tract 28.13, Kern County, California",06,029,002813
1022,1400000US06029002814,4291,3539,0,7,282,463,"Census Tract 28.14, Kern County, California",06,029,002814
1023,1400000US06029002815,4143,3588,0,31,163,361,"Census Tract 28.15, Kern County, California",06,029,002815
1024,1400000US06029002816,6244,4986,19,14,343,882,"Census Tract 28.16, Kern County, California",06,029,002816
1025,1400000US06029002817,5557,4859,0,83,138,477,"Census Tract 28.17, Kern County, California",06,029,002817
1026,1400000US06029002818,3931,3508,0,55,246,122,"Census Tract 28.18, Kern County, California",06,029,002818
1027,1400000US06029002819,4873,4041,0,44,394,394,"Census Tract 28.19, Kern County, California",06,029,002819
1028,1400000US06029002820,6803,5720,91,27,594,371,"Census Tract 28.20, Kern County, California",06,029,002820
1029,1400000US06029002821,4680,3763,8,144,402,363,"Census Tract 28.21, Kern County, California",06,029,002821
1030,1400000US06029002900,7266,5508,0,0,578,1180,"Census Tract 29, Kern County, California",06,029,002900
1031,1400000US06029003000,7599,5130,0,117,651,1701,"Census Tract 30, Kern County, California",06,029,003000
1032,1400000US06029003103,3814,2509,4,32,210,1059,"Census Tract 31.03, Kern County, California",06,029,003103
1033,1400000US06029003112,5260,3931,0,28,424,877,"Census Tract 31.12, Kern County, California",06,029,003112
1034,1400000US06029003113,5554,4113,0,95,475,871,"Census Tract 31.13, Kern County, California",06,029,003113
1035,1400000US06029003114,8030,6160,0,72,556,1242,"Census Tract 31.14, Kern County, California",06,029,003114
1036,1400000US06029003115,5727,4157,36,0,290,1244,"Census Tract 31.15, Kern County, California",06,029,003115
1037,1400000US06029003121,8215,5963,0,31,576,1645,"Census Tract 31.21, Kern County, California",06,029,003121
1038,1400000US06029003122,7890,5108,0,20,746,2016,"Census Tract 31.22, Kern County, California",06,029,003122
1039,1400000US06029003123,18533,14631,0,253,2316,1333,"Census Tract 31.23, Kern County, California",06,029,003123
1040,1400000US06029003124,5932,4371,0,117,770,674,"Census Tract 31.24, Kern County, California",06,029,003124
1041,1400000US06029003202,17790,12522,8,0,1898,3362,"Census Tract 32.02, Kern County, California",06,029,003202
1042,1400000US06029003203,2433,2087,1,19,262,64,"Census Tract 32.03, Kern County, California",06,029,003203
1043,1400000US06029003204,9765,7194,20,50,1455,1046,"Census Tract 32.04, Kern County, California",06,029,003204
1044,1400000US06029003205,10117,7374,16,171,1282,1274,"Census Tract 32.05, Kern County, California",06,029,003205
1045,1400000US06029003206,18024,13853,24,257,2383,1507,"Census Tract 32.06, Kern County, California",06,029,003206
1046,1400000US06029003303,1366,1256,0,4,39,67,"Census Tract 33.03, Kern County, California",06,029,003303
1047,1400000US06029003304,4005,2482,17,86,169,1251,"Census Tract 33.04, Kern County, California",06,029,003304
1048,1400000US06029003305,3665,3392,0,49,112,112,"Census Tract 33.05, Kern County, California",06,029,003305
1049,1400000US06029003306,4699,4087,0,20,199,393,"Census Tract 33.06, Kern County, California",06,029,003306
1050,1400000US06029003400,4398,3101,0,5,210,1082,"Census Tract 34, Kern County, California",06,029,003400
1051,1400000US06029003500,7179,6180,0,73,151,775,"Census Tract 35, Kern County, California",06,029,003500
1052,1400000US06029003600,4681,4195,0,15,195,276,"Census Tract 36, Kern County, California",06,029,003600
1053,1400000US06029003700,3630,2763,0,24,138,705,"Census Tract 37, Kern County, California",06,029,003700
1054,1400000US06029003803,6533,6052,8,33,326,114,"Census Tract 38.03, Kern County, California",06,029,003803
1055,1400000US06029003804,16028,14702,34,118,849,325,"Census Tract 38.04, Kern County, California",06,029,003804
1056,1400000US06029003805,9304,8062,16,69,953,204,"Census Tract 38.05, Kern County, California",06,029,003805
1057,1400000US06029003806,5017,4051,12,66,639,249,"Census Tract 38.06, Kern County, California",06,029,003806
1058,1400000US06029003807,3634,3586,0,0,13,35,"Census Tract 38.07, Kern County, California",06,029,003807
1059,1400000US06029003808,4438,3869,0,60,305,204,"Census Tract 38.08, Kern County, California",06,029,003808
1060,1400000US06029003809,12908,10865,119,74,883,967,"Census Tract 38.09, Kern County, California",06,029,003809
1061,1400000US06029003810,2810,2461,7,19,156,167,"Census Tract 38.10, Kern County, California",06,029,003810
1062,1400000US06029003811,2711,2339,19,14,180,159,"Census Tract 38.11, Kern County, California",06,029,003811
1063,1400000US06029003812,4557,3866,0,32,377,282,"Census Tract 38.12, Kern County, California",06,029,003812
1064,1400000US06029003813,8182,7162,10,42,624,344,"Census Tract 38.13, Kern County, California",06,029,003813
1065,1400000US06029003900,2020,1662,11,23,59,265,"Census Tract 39, Kern County, California",06,029,003900
1066,1400000US06029004000,8378,5690,65,54,656,1913,"Census Tract 40, Kern County, California",06,029,004000
1067,1400000US06029004101,5185,3913,0,117,265,890,"Census Tract 41.01, Kern County, California",06,029,004101
1068,1400000US06029004102,5425,3412,0,50,247,1716,"Census Tract 41.02, Kern County, California",06,029,004102
1069,1400000US06029004200,1337,936,0,13,79,309,"Census Tract 42, Kern County, California",06,029,004200
1070,1400000US06029004301,8389,5474,0,8,800,2107,"Census Tract 43.01, Kern County, California",06,029,004301
1071,1400000US06029004302,5472,4788,16,35,135,498,"Census Tract 43.02, Kern County, California",06,029,004302
1072,1400000US06029004401,7658,5400,0,0,561,1697,"Census Tract 44.01, Kern County, California",06,029,004401
1073,1400000US06029004402,4907,3078,0,0,254,1575,"Census Tract 44.02, Kern County, California",06,029,004402
1074,1400000US06029004500,3222,1753,0,0,106,1363,"Census Tract 45, Kern County, California",06,029,004500
1075,1400000US06029004601,4232,3792,8,15,119,298,"Census Tract 46.01, Kern County, California",06,029,004601
1076,1400000US06029004603,2386,2080,15,3,67,221,"Census Tract 46.03, Kern County, California",06,029,004603
1077,1400000US06029004604,14142,7911,0,179,1420,4632,"Census Tract 46.04, Kern County, California",06,029,004604
1078,1400000US06029004701,10443,6772,30,74,795,2772,"Census Tract 47.01, Kern County, California",06,029,004701
1079,1400000US06029004702,3703,2204,0,18,347,1134,"Census Tract 47.02, Kern County, California",06,029,004702
1080,1400000US06029004800,10154,6067,0,0,968,3119,"Census Tract 48, Kern County, California",06,029,004800
1081,1400000US06029004901,5107,3023,12,89,809,1174,"Census Tract 49.01, Kern County, California",06,029,004901
1082,1400000US06029004902,8622,4460,21,143,1588,2410,"Census Tract 49.02, Kern County, California",06,029,004902
1083,1400000US06029005003,4059,2339,0,48,367,1305,"Census Tract 50.03, Kern County, California",06,029,005003
1084,1400000US06029005004,7802,4740,6,152,1035,1869,"Census Tract 50.04, Kern County, California",06,029,005004
1085,1400000US06029005103,2632,2566,0,0,23,43,"Census Tract 51.03, Kern County, California",06,029,005103
1086,1400000US06029005104,3812,3544,0,29,175,64,"Census Tract 51.04, Kern County, California",06,029,005104
1087,1400000US06029005201,4691,4372,0,0,187,132,"Census Tract 52.01, Kern County, California",06,029,005201
1088,1400000US06029005203,4499,4429,0,0,40,30,"Census Tract 52.03, Kern County, California",06,029,005203
1089,1400000US06029005204,6483,6202,0,20,84,177,"Census Tract 52.04, Kern County, California",06,029,005204
1090,1400000US06029005300,2004,1866,15,33,55,35,"Census Tract 53, Kern County, California",06,029,005300
1091,1400000US06029005401,6761,5689,0,222,415,435,"Census Tract 54.01, Kern County, California",06,029,005401
1092,1400000US06029005402,4864,4282,0,45,330,207,"Census Tract 54.02, Kern County, California",06,029,005402
1093,1400000US06029005403,8972,7941,59,21,730,221,"Census Tract 54.03, Kern County, California",06,029,005403
1094,1400000US06029005404,6954,6153,0,167,386,248,"Census Tract 54.04, Kern County, California",06,029,005404
1095,1400000US06029005501,6184,5915,0,16,97,156,"Census Tract 55.01, Kern County, California",06,029,005501
1096,1400000US06029005506,5557,4937,99,45,300,176,"Census Tract 55.06, Kern County, California",06,029,005506
1097,1400000US06029005507,6901,6083,19,79,401,319,"Census Tract 55.07, Kern County, California",06,029,005507
1098,1400000US06029005508,4705,4131,0,45,216,313,"Census Tract 55.08, Kern County, California",06,029,005508
1099,1400000US06029005600,2406,2163,0,22,78,143,"Census Tract 56, Kern County, California",06,029,005600
1100,1400000US06029005700,2651,2372,41,108,56,74,"Census Tract 57, Kern County, California",06,029,005700
1101,1400000US06029005801,6307,5495,14,187,446,165,"Census Tract 58.01, Kern County, California",06,029,005801
1102,1400000US06029005802,9197,7509,13,105,619,951,"Census Tract 58.02, Kern County, California",06,029,005802
1103,1400000US06029005900,3751,3314,18,98,180,141,"Census Tract 59, Kern County, California",06,029,005900
1104,1400000US06029006002,4356,3626,15,25,198,492,"Census Tract 60.02, Kern County, California",06,029,006002
1105,1400000US06029006003,5675,5298,10,43,139,185,"Census Tract 60.03, Kern County, California",06,029,006003
1106,1400000US06029006004,1618,1474,0,19,44,81,"Census Tract 60.04, Kern County, California",06,029,006004
1107,1400000US06029006006,3895,3572,0,50,188,85,"Census Tract 60.06, Kern County, California",06,029,006006
1108,1400000US06029006007,5490,5335,0,31,47,77,"Census Tract 60.07, Kern County, California",06,029,006007
1109,1400000US06029006008,6078,5769,0,18,214,77,"Census Tract 60.08, Kern County, California",06,029,006008
1110,1400000US06029006100,8405,7590,0,101,208,506,"Census Tract 61, Kern County, California",06,029,006100
1111,1400000US06029006201,3049,2216,17,10,241,565,"Census Tract 62.01, Kern County, California",06,029,006201
1112,1400000US06029006202,7947,5070,0,18,473,2386,"Census Tract 62.02, Kern County, California",06,029,006202
1113,1400000US06029006301,4191,2325,0,22,340,1504,"Census Tract 63.01, Kern County, California",06,029,006301
1114,1400000US06029006303,6173,3496,17,32,523,2105,"Census Tract 63.03, Kern County, California",06,029,006303
1115,1400000US06029006304,4342,2469,0,30,407,1436,"Census Tract 63.04, Kern County, California",06,029,006304
1116,1400000US06029006401,7921,4434,17,42,635,2793,"Census Tract 64.01, Kern County, California",06,029,006401
1117,1400000US06029006403,6491,3586,20,12,298,2575,"Census Tract 64.03, Kern County, California",06,029,006403
1118,1400000US06029006404,3159,1882,42,22,255,958,"Census Tract 64.04, Kern County, California",06,029,006404
1119,1400000US06029006500,3807,3121,12,65,123,486,"Census Tract 65, Kern County, California",06,029,006500
1120,1400000US06031000100,2973,2418,0,12,136,407,"Census Tract 1, Kings County, California",06,031,000100
1121,1400000US06031000200,2305,1932,0,18,108,247,"Census Tract 2, Kings County, California",06,031,000200
1122,1400000US06031000300,6601,5997,13,241,216,134,"Census Tract 3, Kings County, California",06,031,000300
1123,1400000US06031000402,5962,4768,27,168,502,497,"Census Tract 4.02, Kings County, California",06,031,000402
1124,1400000US06031000403,5294,4513,28,90,236,427,"Census Tract 4.03, Kings County, California",06,031,000403
1125,1400000US06031000404,9951,8469,40,103,849,490,"Census Tract 4.04, Kings County, California",06,031,000404
1126,1400000US06031000405,6870,5679,47,77,425,642,"Census Tract 4.05, Kings County, California",06,031,000405
1127,1400000US06031000500,5150,3851,0,51,402,846,"Census Tract 5, Kings County, California",06,031,000500
